name	x	y	z
Fp1	-0.30901699437494745	0.9510565162951535	6.123233995736766E-17
Fz	4.329780281177467E-17	0.7071067811865476	0.7071067811865476
F3	-0.5450074457687163	0.673028145070219	0.5000000000000001
F7	-0.8090169943749475	0.5877852522924731	6.123233995736766E-17
FT9	-0.8754521391572586	0.2844516431214245	-0.3907311284892738
FC5	-0.8656006983877809	0.349725383249891	0.3583679495453004
FC1	-0.3577755098413572	0.3704873859726016	0.8571673007021123
C3	-0.7071067811865476	-0	0.7071067811865476
T7	-1	-0	6.123233995736766E-17
TP9	-0.8754521391572586	-0.2844516431214245	-0.3907311284892738
CP5	-0.8715724127386971	-0.3345653031794291	0.3583679495453004
CP1	-0.3577755098413572	-0.3704873859726016	0.8571673007021123
Pz	4.329780281177467E-17	-0.7071067811865476	0.7071067811865476
P3	-0.5450074457687163	-0.673028145070219	0.5000000000000001
P7	-0.8090169943749475	-0.5877852522924731	6.123233995736766E-17
O1	-0.30901699437494745	-0.9510565162951535	6.123233995736766E-17
Oz	6.123233995736766E-17	-1	6.123233995736766E-17
O2	0.30901699437494745	-0.9510565162951535	6.123233995736766E-17
P4	0.5450074457687163	-0.673028145070219	0.5000000000000001
P8	0.8090169943749475	-0.5877852522924731	6.123233995736766E-17
TP10	0.8754521391572586	-0.2844516431214245	-0.3907311284892738
CP6	0.8715724127386971	-0.3345653031794291	0.3583679495453004
CP2	0.3577755098413572	-0.3704873859726016	0.8571673007021123
Cz	0	0	1
C4	0.7071067811865476	0	0.7071067811865476
T8	1	0	6.123233995736766E-17
FT10	0.8754521391572586	0.2844516431214245	-0.3907311284892738
FC6	0.8715724127386971	0.3345653031794291	0.3583679495453004
FC2	0.3577755098413572	0.3704873859726016	0.8571673007021123
F4	0.5450074457687163	0.673028145070219	0.5000000000000001
F8	0.8090169943749475	0.5877852522924731	6.123233995736766E-17
Fp2	0.30901699437494745	0.9510565162951535	6.123233995736766E-17
A1p	0	0	0
A1n	0	0	0
A2p	0	0	0
A2n	0	0	0
